mpnet_id,id,name_zh,cluster,degree,betweenness,clustering,eigenvector,cluster1_song_and_before,cluster2_yuan_ming,cluster3_qing_after
489,3957,王渙,cluster1_song_and_before,4,9.291045335992171e-05,0.3333333333333333,0.027690165468027283,1,0,0
490,3977,王慎言,cluster1_song_and_before,5,7.721241610957599e-05,0.1,0.05390423522034828,1,0,0
491,3997,王禹偁,cluster1_song_and_before,9,0.0007587009596186224,0.0,0.02358504388877854,1,0,0
492,4001,魏了翁,cluster1_song_and_before,38,0.0048521069461174085,0.025604551920341393,0.21109556035471672,1,0,0
493,4007,吳植,cluster1_song_and_before,1,0.0,0.0,5.017129200224434e-21,1,0,0
494,4042,楊沆,cluster1_song_and_before,1,0.0,0.0,5.017129200224434e-21,1,0,0
495,4043,楊偰,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
496,4053,楊坦,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
497,4056,姚憲,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
498,4067,葉昭映,cluster1_song_and_before,1,0.0,0.0,0.001612188318188181,1,0,0
499,4112,閻充國,cluster1_song_and_before,2,5.6615423977588056e-05,0.0,0.023632718848700225,1,0,0
500,4118,晏防,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
501,4124,尹仲宣,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
502,4153,趙宗道,cluster1_song_and_before,5,5.857532545791055e-05,0.2,0.028328848281217168,1,0,0
503,4165,謝微,cluster1_song_and_before,1,0.0,0.0,0.0003606549879937234,1,0,0
504,4175,韓瀆,cluster1_song_and_before,2,5.232154524665142e-05,0.0,0.026308406343819927,1,0,0
505,4205,魏紹,cluster1_song_and_before,1,0.0,0.0,0.00010172410815588695,1,0,0
506,4207,吳待問,cluster1_song_and_before,2,1.3988418238667175e-05,0.0,0.009021957505142304,1,0,0
507,7011,張諷,cluster1_song_and_before,4,0.00031580058394152706,0.0,0.006835443528653418,1,0,0
508,7024,范杲,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
509,7034,謝綸,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
510,7042,李維,cluster1_song_and_before,3,2.8423025398470282e-05,0.0,0.014686569931654755,1,0,0
511,7046,劉光世,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
512,7053,呂誨,cluster1_song_and_before,4,9.173571601903569e-05,0.16666666666666666,0.07192268087894306,1,0,0
513,7059,梅堯臣,cluster1_song_and_before,5,0.00014685260691863506,0.0,0.015446609922800947,1,0,0
514,7063,司馬宏,cluster1_song_and_before,1,0.0,0.0,0.023272063860706498,1,0,0
