id,name_zh,name_en,index_year,cluster,dynasty_zh,bureau_type,bureau_zh,is_high_official,has_civil_exam,has_yin_privilege,has_recommendation,has_technical_exam,has_geo,x_coord,y_coord,addr_name_chn,bureau_astronomical,bureau_medical,bureau_hydraulic,bureau_military_industrial,bureau_construction,degree,clustering,eigenvector,betweenness,degree_z,clustering_z,eigenvector_z,betweenness_z,x_coord_z,y_coord_z,cluster_label,posting_count,sequenced_posting_count,firstyear_posting_count,lastyear_posting_count,category_posting_count,sequence_length,collapsed_sequence_length,career_sequence,collapsed_career_sequence,first_state,last_state,dominant_domain,dominant_category,technical_domain_postings,technical_domain_share,has_astronomical_posting,has_medical_posting,has_hydraulic_posting,has_military_industrial_posting,has_construction_posting,first_posting_year,last_posting_year,career_span_years,has_any_year,has_two_or_more_sequenced_postings,career_type,distance_to_career_type_medoid
780,許幾,Xu Ji,1054,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,117.202271,28.287901,貴溪,0,0,0,0,0,2,0.0,0.0209700717185309,2.8799579584019924e-05,0.4568496458721299,-0.178123192418193,0.9748625233492166,-0.0130741760817845,0.2466732495845473,-0.9854274943890766,Song and before,12,11,6,4,11,12,8,category_Nominal supernumerary appointment > domain_military_industrial > domain_military_industrial > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category > category_unknown_category > category_missing_category,category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_construction > category_unknown_category > category_missing_category,category_Nominal supernumerary appointment,category_missing_category,other,unknown_category,4,0.3333333333333333,0,0,0,1,1,1094.0,1111.0,17.0,1,1,career_type_1,6.0
784,許驤,Xu Xiang,943,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,115.646072,34.447662,宋城,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.1009140050636092,0.7472931059351041,Song and before,16,15,11,7,13,16,13,domain_military_industrial > domain_military_industrial > category_Titular office > domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_Titular office > category_Titular office > domain_military_industrial > domain_construction > domain_military_industrial > category_unknown_category > domain_military_industrial > domain_military_industrial > category_unknown_category > domain_military_industrial,domain_military_industrial > category_Titular office > domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_Titular office > domain_military_industrial > domain_construction > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial,domain_military_industrial,domain_military_industrial,military_industrial,unknown_category,10,0.625,0,0,0,1,1,981.0,991.0,10.0,1,1,career_type_3,6.0
793,許暘,Xu Yang,1087,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,119.44429016,32.206489563,丹徒,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.7474429356548823,0.1168586377035197,Song and before,8,7,2,2,8,8,7,category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category > domain_construction > category_unknown_category,category_unknown_category > domain_military_industrial > category_unknown_category > domain_construction > category_unknown_category > domain_construction > category_unknown_category,category_unknown_category,category_unknown_category,other,unknown_category,3,0.375,0,0,0,1,1,1076.0,1134.0,58.0,1,1,career_type_1,5.0
796,許尹,Xu Yin,1082,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,117.124092,28.964994,樂平,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.2292114571138315,-0.7949634505024227,Song and before,15,10,9,7,13,15,8,domain_military_industrial > category_Salary rank > category_Nominal supernumerary appointment > category_Commission > domain_military_industrial > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > domain_construction > domain_military_industrial > domain_military_industrial > domain_military_industrial > domain_military_industrial > domain_military_industrial,domain_military_industrial > category_Salary rank > category_Nominal supernumerary appointment > category_Commission > domain_military_industrial > category_unknown_category > domain_construction > domain_military_industrial,domain_military_industrial,domain_military_industrial,military_industrial,unknown_category,9,0.6,0,0,0,1,1,1128.0,1164.0,36.0,1,1,career_type_1,7.0
797,許元,Xu Yuan,989,cluster1_song_and_before,宋,works_general,工部,0,1,1,0,0,1,118.7425,30.946941,宣城,0,0,0,0,0,2,0.0,0.016866898493342,4.5646647100858584e-06,0.4568496458721299,-0.178123192418193,0.7427584625342073,-0.0929078445093067,0.5906934999763558,-0.2374482489141295,Song and before,14,14,8,6,14,14,10,category_Nominal supernumerary appointment > domain_military_industrial > domain_military_industrial > domain_construction > domain_military_industrial > category_Commission > category_unknown_category > category_unknown_category > domain_military_industrial > category_Commission > domain_military_industrial > category_Commission > category_Commission > category_Commission,category_Nominal supernumerary appointment > domain_military_industrial > domain_construction > domain_military_industrial > category_Commission > category_unknown_category > domain_military_industrial > category_Commission > domain_military_industrial > category_Commission,category_Nominal supernumerary appointment,category_Commission,other,Commission,6,0.42857142857142855,0,0,0,1,1,1043.0,1057.0,14.0,1,1,career_type_3,6.0
805,薛良朋,Xue Liangpeng,1116,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,120.630691,27.790512,瑞安,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,1.0124333455496777,-1.1253413914825916,Song and before,24,23,17,11,21,24,16,category_Salary rank > category_Salary rank > domain_military_industrial > domain_military_industrial > category_Salary rank > category_Nominal supernumerary appointment > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > category_Salary rank > domain_military_industrial > domain_military_industrial > category_Concurrent appointment > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_unknown_category > domain_military_industrial > domain_military_industrial > category_unknown_category > domain_military_industrial > domain_military_industrial > domain_construction > domain_military_industrial,category_Salary rank > domain_military_industrial > category_Salary rank > category_Nominal supernumerary appointment > domain_military_industrial > category_Nominal supernumerary appointment > category_Salary rank > domain_military_industrial > category_Concurrent appointment > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > domain_construction > domain_military_industrial,category_Salary rank,domain_military_industrial,military_industrial,unknown_category,15,0.625,0,0,0,1,1,1162.0,1174.0,12.0,1,1,career_type_3,7.0
810,薛映,Xue Ying,950,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,104.077995,30.650385,成都,0,0,0,0,0,1,0.0,7.5033055878857405e-25,0.0,0.0895713085213861,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-2.684719884638461,-0.3208684806974302,Song and before,16,14,8,5,16,16,7,category_Titular office > domain_military_industrial > domain_construction > domain_military_industrial > domain_military_industrial > domain_construction > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial,category_Titular office > domain_military_industrial > domain_construction > domain_military_industrial > domain_construction > category_unknown_category > domain_military_industrial,category_Titular office,domain_military_industrial,other,unknown_category,7,0.4375,0,0,0,1,1,1001.0,1022.0,21.0,1,1,career_type_1,5.0
818,胡奕脩,Hu Yixiu,1058,cluster1_song_and_before,宋,construction,将作/营缮,0,0,1,0,0,1,119.952301,31.782784,武進,0,0,0,0,1,1,0.0,0.0066271102392443,0.0,0.0895713085213861,-0.178123192418193,0.1635247072855466,-0.107944576878429,0.8609104891021656,-0.002328349824414,Song and before,8,8,1,1,8,8,2,domain_construction > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category,domain_construction > category_unknown_category,domain_construction,category_unknown_category,other,unknown_category,1,0.125,0,0,0,0,1,1105.0,1106.0,1.0,1,1,career_type_1,0.0
826,胡松年,Hu Songnian,1087,cluster1_song_and_before,宋,works_general,工部,1,1,0,0,0,1,119.952301,31.782784,武進,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.8609104891021656,-0.002328349824414,Song and before,19,17,8,4,18,19,8,category_Salary rank > category_Nominal supernumerary appointment > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_construction > domain_military_industrial > domain_military_industrial > category_Salary rank,category_Salary rank > category_Nominal supernumerary appointment > domain_military_industrial > category_Nominal supernumerary appointment > category_unknown_category > domain_construction > domain_military_industrial > category_Salary rank,category_Salary rank,category_Salary rank,other,unknown_category,5,0.2631578947368421,0,0,0,1,1,1130.0,1272.0,142.0,1,1,career_type_1,7.0
828,胡旦,Hu Dan,948,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,118.02375,37.36813,渤海,0,0,0,0,0,7,0.0,0.0051537663792836,0.0012138112350461,2.293241332625849,-0.178123192418193,0.0801821150755904,3.8905429018829656,0.4301559727845482,1.5688111918133645,Song and before,30,30,11,3,30,30,20,domain_construction > domain_military_industrial > category_Concurrent appointment > domain_military_industrial > domain_military_industrial > category_unknown_category > category_Commission > domain_military_industrial > domain_military_industrial > domain_military_industrial > domain_construction > category_Titular office > domain_military_industrial > category_Titular office > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial > category_Titular office > category_Titular office > category_unknown_category > category_unknown_category > category_Office > category_Titular office > category_unknown_category > category_unknown_category > domain_construction > domain_construction > category_unknown_category,domain_construction > domain_military_industrial > category_Concurrent appointment > domain_military_industrial > category_unknown_category > category_Commission > domain_military_industrial > domain_construction > category_Titular office > domain_military_industrial > category_Titular office > category_unknown_category > domain_military_industrial > category_Titular office > category_unknown_category > category_Office > category_Titular office > category_unknown_category > domain_construction > category_unknown_category,domain_construction,category_unknown_category,other,unknown_category,13,0.43333333333333335,0,0,0,1,1,978.0,997.0,19.0,1,1,career_type_3,11.0
830,胡宗回,Hu Zonghui,1045,cluster1_song_and_before,宋,construction,将作/营缮,0,1,0,0,0,1,119.952301,31.782784,武進,0,0,0,0,1,1,0.0,0.0012920949679572,0.0,0.0895713085213861,-0.178123192418193,-0.1382609208166661,-0.107944576878429,0.8609104891021656,-0.002328349824414,Song and before,34,32,19,14,33,34,19,category_Salary rank > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > category_Salary rank > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_Salary rank > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial,category_Salary rank > domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_Nominal supernumerary appointment > category_Salary rank > domain_military_industrial > category_Salary rank > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > domain_construction > category_unknown_category > domain_military_industrial,category_Salary rank,domain_military_industrial,military_industrial,unknown_category,18,0.5294117647058824,0,0,0,1,1,1072.0,1105.0,33.0,1,1,career_type_3,9.0
832,胡宗炎,Hu Zongyan,1035,cluster1_song_and_before,宋,construction,将作/营缮,0,1,0,0,0,1,119.952301,31.782784,武進,0,0,0,0,1,2,0.0,0.0148406932332761,5.232154524665142e-05,0.4568496458721299,-0.178123192418193,0.6281421782352714,0.0644109241235315,0.8609104891021656,-0.002328349824414,Song and before,7,7,1,0,7,7,6,domain_construction > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > domain_construction,domain_construction > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > domain_construction,domain_construction,domain_construction,other,unknown_category,4,0.5714285714285714,0,0,0,1,1,1086.0,,,1,1,career_type_1,4.0
840,黃震,Huang Zhen,959,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,118.536255,27.924686,浦城,0,0,0,0,0,2,0.0,0.0002651818766537,5.232154524665142e-05,0.4568496458721299,-0.178123192418193,-0.1963502788609329,0.0644109241235315,0.5446273263475893,-1.0875986846100525,Song and before,10,9,9,5,10,10,7,category_Titular office > domain_military_industrial > domain_military_industrial > category_Salary rank > domain_construction > domain_military_industrial > category_Titular office > category_unknown_category > category_unknown_category > category_unknown_category,category_Titular office > domain_military_industrial > category_Salary rank > domain_construction > domain_military_industrial > category_Titular office > category_unknown_category,category_Titular office,category_unknown_category,other,unknown_category,4,0.4,0,0,0,1,1,1008.0,1024.0,16.0,1,1,career_type_1,5.0
843,黃中,Huang Zhong,1096,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,117.483398,27.337692,邵武,0,0,0,0,0,2,0.0,2.1262940533200443e-22,0.0,0.4568496458721299,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.3094648091071225,-1.2527181748088918,Song and before,7,7,1,1,7,7,2,category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_construction,category_unknown_category > domain_construction,category_unknown_category,domain_construction,other,unknown_category,1,0.14285714285714285,0,0,0,0,1,1160.0,1160.0,0.0,1,1,career_type_1,2.0
846,黃然,Huang Ran,1105,cluster1_song_and_before,宋,military_industrial,军器/制造,0,0,0,0,0,1,114.559631,29.038708,分寧,0,0,0,1,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.3435777290007166,-0.7742279436650154,Song and before,5,5,3,2,5,5,3,category_Salary rank > domain_military_industrial > domain_military_industrial > category_unknown_category > category_unknown_category,category_Salary rank > domain_military_industrial > category_unknown_category,category_Salary rank,category_unknown_category,other,unknown_category,2,0.4,0,0,0,1,0,1152.0,1166.0,14.0,1,1,career_type_1,2.0
853,黃裳,Huang Shang,1044,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,118.169182,26.642174,劍浦,0,0,0,0,0,1,0.0,0.0059035896001712,0.0,0.0895713085213861,-0.178123192418193,0.122597339807757,-0.107944576878429,0.4626391639561084,-1.448365110866358,Song and before,9,9,7,3,9,9,8,category_Nominal supernumerary appointment > domain_military_industrial > category_Salary rank > category_Nominal supernumerary appointment > category_Salary rank > domain_military_industrial > category_unknown_category > category_unknown_category > domain_construction,category_Nominal supernumerary appointment > domain_military_industrial > category_Salary rank > category_Nominal supernumerary appointment > category_Salary rank > domain_military_industrial > category_unknown_category > domain_construction,category_Nominal supernumerary appointment,domain_construction,other,unknown_category,3,0.3333333333333333,0,0,0,1,1,1100.0,1119.0,19.0,1,1,career_type_1,7.0
859,黃祖舜,Huang Zushun,1094,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,119.381439,25.727917,福清,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.733404716792224,-1.705542611404217,Song and before,10,10,6,5,10,10,7,domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category > domain_military_industrial,domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > domain_construction > category_unknown_category > domain_military_industrial,domain_military_industrial,domain_military_industrial,other,unknown_category,4,0.4,0,0,0,1,1,1135.0,1165.0,30.0,1,1,career_type_1,5.0
861,黃宗旦,Huang Zongdan,968,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,118.802818,25.022078,惠安,0,0,0,0,0,3,0.0,0.0041423906050555,5.57487154536852e-05,0.8241279832228736,-0.178123192418193,0.0229716559199308,0.075700568480702,0.604165920936571,-1.9040928109675153,Song and before,13,13,11,6,13,13,10,category_Titular office > domain_military_industrial > domain_military_industrial > domain_construction > domain_military_industrial > domain_construction > domain_military_industrial > category_Nominal supernumerary appointment > domain_construction > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category,category_Titular office > domain_military_industrial > domain_construction > domain_military_industrial > domain_construction > domain_military_industrial > category_Nominal supernumerary appointment > domain_construction > domain_military_industrial > category_unknown_category,category_Titular office,category_unknown_category,other,unknown_category,8,0.6153846153846154,0,0,0,1,1,1007.0,1029.0,22.0,1,1,career_type_3,7.0
874,任顓,Ren Zhuan,990,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,118.73851,36.879799,壽光,0,0,0,0,0,5,0.0,0.000365729700707,0.0001697897950016,1.5586846579243614,-0.178123192418193,-0.1906625935042364,0.4513700428364697,0.5898023073036662,1.4314452804611366,Song and before,47,38,6,2,42,47,35,category_Commission > category_Commission > category_Commission > category_Classification title > category_Commission > category_Commission > domain_military_industrial > category_Classification title > category_missing_category > category_Commission > category_Classification title > category_Commission > category_Classification title > category_Commission > category_Commission > category_Classification title > category_Commission > category_Commission > category_Commission > category_Classification title > category_unknown_category > category_unknown_category > category_Nominal supernumerary appointment > category_Titular office > category_Commission > domain_construction > category_Nominal supernumerary appointment > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > category_Nominal supernumerary appointment > domain_military_industrial > category_missing_category > category_Classification title > category_Classification title > category_Prestige title > category_missing_category > domain_military_industrial > category_Prestige title > category_Classification title > category_Nobility > category_missing_category > category_Dignitary > category_missing_category > domain_military_industrial > domain_military_industrial,category_Commission > category_Classification title > category_Commission > domain_military_industrial > category_Classification title > category_missing_category > category_Commission > category_Classification title > category_Commission > category_Classification title > category_Commission > category_Classification title > category_Commission > category_Classification title > category_unknown_category > category_Nominal supernumerary appointment > category_Titular office > category_Commission > domain_construction > category_Nominal supernumerary appointment > domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > category_missing_category > category_Classification title > category_Prestige title > category_missing_category > domain_military_industrial > category_Prestige title > category_Classification title > category_Nobility > category_missing_category > category_Dignitary > category_missing_category > domain_military_industrial,category_Commission,domain_military_industrial,other,Commission,9,0.19148936170212766,0,0,0,1,1,1048.0,1051.0,3.0,1,1,career_type_3,29.0
875,任中正,Ren Zhongzheng,960,cluster1_song_and_before,宋,works_general,工部,1,1,0,0,0,1,115.282862,34.990951,濟陰,0,0,0,0,0,1,0.0,1.595924859267923e-20,0.0,0.0895713085213861,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.1820393410654707,0.9001185227377246,Song and before,23,23,9,7,23,23,13,domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > domain_construction > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial > category_unknown_category,domain_military_industrial > category_Nominal supernumerary appointment > domain_military_industrial > domain_construction > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category,domain_military_industrial,category_unknown_category,other,unknown_category,9,0.391304347826087,0,0,0,1,1,996.0,1022.0,26.0,1,1,career_type_3,0.0
882,任布,Ren Bu,975,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,112.38263,34.665276,洛陽,0,0,0,0,0,1,0.0,7.5033055878857405e-25,0.0,0.0895713085213861,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.8298251825437993,0.808507211599097,Song and before,18,13,8,7,15,18,9,domain_military_industrial > domain_construction > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_missing_category,domain_military_industrial > domain_construction > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_missing_category,domain_military_industrial,category_missing_category,other,unknown_category,9,0.5,0,0,0,1,1,1017.0,1042.0,25.0,1,1,career_type_3,5.0
890,康戩,Kang Jian,943,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,117.706978,29.854147,祁門,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.3594028686960566,-0.5448476229662493,Song and before,14,14,6,3,14,14,12,category_unknown_category > category_Titular office > domain_military_industrial > category_Titular office > domain_military_industrial > category_Commission > domain_military_industrial > domain_military_industrial > category_Titular office > category_unknown_category > domain_construction > category_unknown_category > category_Commission > category_Commission,category_unknown_category > category_Titular office > domain_military_industrial > category_Titular office > domain_military_industrial > category_Commission > domain_military_industrial > category_Titular office > category_unknown_category > domain_construction > category_unknown_category > category_Commission,category_unknown_category,category_Commission,other,Commission,5,0.35714285714285715,0,0,0,1,1,983.0,997.0,14.0,1,1,career_type_3,9.0
899,寇平,Kou Ping,1004,cluster1_song_and_before,宋,construction,将作/营缮,0,1,1,0,0,1,119.94828,36.788235,膠水,0,0,0,0,1,1,0.0,0.0003673668168151,0.0,0.0895713085213861,-0.178123192418193,-0.1905699868128147,-0.107944576878429,0.8600123723761278,1.4056886270701885,Song and before,9,9,1,1,9,9,5,domain_construction > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > domain_military_industrial > category_unknown_category,domain_construction > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category,domain_construction,category_unknown_category,other,unknown_category,4,0.4444444444444444,0,0,0,1,1,1049.0,1051.0,2.0,1,1,career_type_1,3.0
911,高若訥,Gao Ruona,997,cluster1_song_and_before,宋,military_industrial,军器/制造,1,1,0,0,0,1,112.744682,37.678467,榆次,0,0,0,1,0,4,0.1666666666666666,0.0700039673048132,0.0001708027052344,1.1914063205736174,1.109686958036392,3.748561233725102,0.4547067304253004,-0.7489584934379253,1.656107973773379,Song and before,22,22,7,3,22,22,12,category_Nominal supernumerary appointment > category_Titular office > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > domain_hydraulic > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category,category_Nominal supernumerary appointment > category_Titular office > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category > domain_hydraulic > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_unknown_category,category_Nominal supernumerary appointment,category_unknown_category,other,unknown_category,5,0.22727272727272727,0,0,1,1,0,1040.0,1054.0,14.0,1,1,career_type_3,4.0
913,高良夫,Gao Liangfu,980,cluster1_song_and_before,宋,works_general,工部,0,0,0,0,0,1,109.759888,34.519627,鄭縣,0,0,0,0,0,1,0.0,0.0029497844171839,0.0,0.0895713085213861,-0.178123192418193,-0.0444904579042738,-0.107944576878429,-1.4156318123067158,0.7675366247992821,Song and before,16,14,3,4,16,16,6,domain_construction > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > category_Concurrent appointment,domain_construction > category_unknown_category > domain_military_industrial > category_unknown_category > domain_military_industrial > category_Concurrent appointment,domain_construction,category_Concurrent appointment,other,unknown_category,3,0.1875,0,0,0,1,1,1054.0,1057.0,3.0,1,1,career_type_1,4.0
924,高旦,Gao Dan,1030,cluster1_song_and_before,宋,construction,将作/营缮,0,1,0,0,0,1,114.34333,34.785477,祥符,0,0,0,0,1,1,0.0,0.008629479991307,0.0,0.0895713085213861,-0.178123192418193,0.276792689210804,-0.107944576878429,-0.3918899761925293,0.8423193593235898,Song and before,10,9,1,1,10,10,5,category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category,category_unknown_category > domain_construction > category_unknown_category > domain_construction > category_unknown_category,category_unknown_category,category_unknown_category,other,unknown_category,2,0.2,0,0,0,0,1,1203.0,1205.0,2.0,1,1,career_type_1,3.0
933,耿琬,Geng Wan,1015,cluster1_song_and_before,宋,hydraulic,水利/河道,0,1,0,0,0,1,112.804997,34.720623,偃師,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.7354867425473871,0.8240761414757838,Song and before,1,0,1,1,1,1,1,domain_hydraulic,domain_hydraulic,domain_hydraulic,domain_hydraulic,hydraulic,unknown_category,1,1.0,0,0,1,0,0,1076.0,1077.0,1.0,1,0,career_type_1,2.0
941,龔原,Gong Yuan,1033,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,118.361122,31.714224,歷陽,0,0,0,0,0,2,0.0,0.0433815519508552,5.178461945656837e-05,0.4568496458721299,-0.178123192418193,2.242611966357032,0.0626422050783584,0.5055102220002039,-0.0216140533376221,Song and before,24,22,11,8,22,24,12,domain_military_industrial > domain_military_industrial > domain_military_industrial > domain_military_industrial > category_Salary rank > domain_military_industrial > domain_military_industrial > category_Nominal supernumerary appointment > category_unknown_category > domain_construction > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > category_unknown_category > domain_military_industrial > category_Nominal supernumerary appointment > category_unknown_category > category_unknown_category > category_unknown_category > domain_construction > category_missing_category > category_missing_category,domain_military_industrial > category_Salary rank > domain_military_industrial > category_Nominal supernumerary appointment > category_unknown_category > domain_construction > category_unknown_category > domain_military_industrial > category_Nominal supernumerary appointment > category_unknown_category > domain_construction > category_missing_category,domain_military_industrial,category_missing_category,other,unknown_category,9,0.375,0,0,0,1,1,1022.0,1102.0,80.0,1,1,career_type_3,7.0
942,郭勸,Guo Quan,992,cluster1_song_and_before,宋,works_general,工部,0,1,0,0,0,1,116.282559,35.956072,須城,0,0,0,0,0,1,0.0,0.0261089826564361,0.0,0.0895713085213861,-0.178123192418193,1.2655551242689722,-0.107944576878429,0.0412495414681923,1.1716038999310066,Song and before,14,14,5,4,12,14,9,domain_military_industrial > domain_military_industrial > domain_military_industrial > category_unknown_category > category_unknown_category > category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > category_unknown_category > domain_construction > category_unknown_category > domain_military_industrial > domain_military_industrial > category_unknown_category,domain_military_industrial > category_unknown_category > category_Nominal supernumerary appointment > domain_military_industrial > category_unknown_category > domain_construction > category_unknown_category > domain_military_industrial > category_unknown_category,domain_military_industrial,category_unknown_category,other,unknown_category,7,0.5,0,0,0,1,1,1036.0,1044.0,8.0,1,1,career_type_3,6.0
